dt,sku_id,channel_id,warehouse_id,sales_qty,sales_amt,return_qty,return_amt,net_sales_qty,net_sales_amt,order_count,shipment_qty,avg_price,is_promotion,promo_out_qty,exclude_cal_flag,etl_time
2026-07-01,1001,1,1,177,11235.1800,3,193.7100,174,11235.1800,87,174,64.5700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1001,1,2,114,15008.6600,1,132.8200,113,15008.6600,56,113,132.8200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1001,1,3,195,9527.3400,1,49.1100,194,9527.3400,97,194,49.1100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1002,1,1,124,17439.3600,0,0.0000,124,17439.3600,62,124,140.6400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1002,1,2,146,2746.2600,0,0.0000,146,2746.2600,73,146,18.8100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1002,1,3,29,699.1600,1,24.9700,28,699.1600,14,28,24.9700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1003,1,1,133,19439.3600,5,759.3500,128,19439.3600,64,128,151.8700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1003,1,2,152,4764.7000,7,230.0200,145,4764.7000,72,145,32.8600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1003,1,3,166,23776.8100,3,437.6100,163,23776.8100,81,163,145.8700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1004,1,1,184,15606.2400,1,85.2800,183,15606.2400,91,183,85.2800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1004,1,2,164,24883.7200,0,0.0000,164,24883.7200,82,164,151.7300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1004,1,3,89,16969.0400,1,192.8300,88,16969.0400,44,88,192.8300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1005,1,1,135,15242.8500,0,0.0000,135,15242.8500,67,135,112.9100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1005,1,2,65,10041.6000,1,156.9000,64,10041.6000,32,64,156.9000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1005,1,3,200,20874.1200,3,317.8800,197,20874.1200,98,197,105.9600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1006,1,1,142,8580.3100,5,313.1500,137,8580.3100,68,137,62.6300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1006,1,2,376,9905.3300,9,242.9100,367,9905.3300,183,367,26.9900,1,376,0,"2026-09-04 12:34:54"
2026-07-01,1006,1,3,128,13502.5000,3,324.0600,125,13502.5000,62,125,108.0200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1007,1,1,145,25064.7000,0,0.0000,145,25064.7000,72,145,172.8600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1007,1,2,164,22383.5400,2,276.3400,162,22383.5400,81,162,138.1700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1007,1,3,95,1726.1500,0,0.0000,95,1726.1500,47,95,18.1700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1008,1,1,52,873.0800,0,0.0000,52,873.0800,26,52,16.7900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1008,1,2,134,11267.3100,3,258.0300,131,11267.3100,65,131,86.0100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1008,1,3,130,14251.9000,0,0.0000,130,14251.9000,65,130,109.6300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1009,1,1,177,7719.2600,4,178.4800,173,7719.2600,86,173,44.6200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1009,1,2,135,10717.0800,3,243.5700,132,10717.0800,66,132,81.1900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1009,1,3,62,8756.8800,0,0.0000,62,8756.8800,31,62,141.2400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1010,1,1,57,895.9500,2,32.5800,55,895.9500,27,55,16.2900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1010,1,2,74,4702.3200,2,130.6200,72,4702.3200,36,72,65.3100,1,74,0,"2026-09-04 12:34:54"
2026-07-01,1010,1,3,25,707.2500,0,0.0000,25,707.2500,12,25,28.2900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1011,1,1,46,4707.5600,2,213.9800,44,4707.5600,22,44,106.9900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1011,1,2,62,2253.6000,2,75.1200,60,2253.6000,30,60,37.5600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1011,1,3,25,3730.3200,1,155.4300,24,3730.3200,12,24,155.4300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1012,1,1,288,16077.0800,11,638.4400,277,16077.0800,138,277,58.0400,1,288,0,"2026-09-04 12:34:54"
2026-07-01,1012,1,2,374,34972.4800,1,93.7600,373,34972.4800,186,373,93.7600,1,374,0,"2026-09-04 12:34:54"
2026-07-01,1012,1,3,104,11785.0800,2,231.0800,102,11785.0800,51,102,115.5400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1013,1,1,161,22912.5800,4,583.7600,157,22912.5800,78,157,145.9400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1013,1,2,153,2038.5000,3,40.7700,150,2038.5000,75,150,13.5900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1013,1,3,68,2296.0900,1,34.2700,67,2296.0900,33,67,34.2700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1014,1,1,142,15342.1600,6,676.8600,136,15342.1600,68,136,112.8100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1014,1,2,32,2757.4400,0,0.0000,32,2757.4400,16,32,86.1700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1014,1,3,123,2463.1800,1,20.1900,122,2463.1800,61,122,20.1900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1015,1,1,90,14566.5000,0,0.0000,90,14566.5000,45,90,161.8500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1015,1,2,169,2968.8400,8,147.5200,161,2968.8400,80,161,18.4400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1015,1,3,38,4288.3000,0,0.0000,38,4288.3000,19,38,112.8500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1016,1,1,81,9310.1400,0,0.0000,81,9310.1400,40,81,114.9400,1,81,0,"2026-09-04 12:34:54"
2026-07-01,1016,1,2,130,12853.6700,3,303.6300,127,12853.6700,63,127,101.2100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1016,1,3,153,27449.6800,1,180.5900,152,27449.6800,76,152,180.5900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1017,1,1,78,3883.1100,1,50.4300,77,3883.1100,38,77,50.4300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1017,1,2,148,24999.1000,6,1056.3000,142,24999.1000,71,142,176.0500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1017,1,3,83,11744.8000,3,440.4300,80,11744.8000,40,80,146.8100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1018,1,1,108,5452.6400,2,102.8800,106,5452.6400,53,106,51.4400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1018,1,2,156,3494.1400,5,115.7000,151,3494.1400,75,151,23.1400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1018,1,3,108,11060.4000,4,425.4000,104,11060.4000,52,104,106.3500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1019,1,1,145,3427.8000,0,0.0000,145,3427.8000,72,145,23.6400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1019,1,2,44,842.3700,1,19.5900,43,842.3700,21,43,19.5900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1019,1,3,63,3521.0700,0,0.0000,63,3521.0700,31,63,55.8900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1020,1,1,179,24362.0800,7,991.4800,172,24362.0800,86,172,141.6400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1020,1,2,10,445.3000,0,0.0000,10,445.3000,5,10,44.5300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1020,1,3,182,6249.8700,5,176.5500,177,6249.8700,88,177,35.3100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1021,1,1,143,27034.0000,3,579.3000,140,27034.0000,70,140,193.1000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1021,1,2,187,10485.8000,2,113.3600,185,10485.8000,92,185,56.6800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1021,1,3,175,23669.5200,7,986.2300,168,23669.5200,84,168,140.8900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1022,1,1,373,24673.3600,15,1033.8000,358,24673.3600,179,358,68.9200,1,373,0,"2026-09-04 12:34:54"
2026-07-01,1022,1,2,232,31110.3500,5,685.2500,227,31110.3500,113,227,137.0500,1,232,0,"2026-09-04 12:34:54"
2026-07-01,1022,1,3,143,1504.1600,7,77.4200,136,1504.1600,68,136,11.0600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1023,1,1,161,15120.9000,2,190.2000,159,15120.9000,79,159,95.1000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1023,1,2,44,322.5200,0,0.0000,44,322.5200,22,44,7.3300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1023,1,3,18,1396.6200,0,0.0000,18,1396.6200,9,18,77.5900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1024,1,1,175,20153.5000,5,592.7500,170,20153.5000,85,170,118.5500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1024,1,2,44,7963.5600,0,0.0000,44,7963.5600,22,44,180.9900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1024,1,3,33,5989.1700,0,0.0000,33,5989.1700,16,33,181.4900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1025,1,1,100,3700.4800,2,75.5200,98,3700.4800,49,98,37.7600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1025,1,2,34,2706.6600,1,82.0200,33,2706.6600,16,33,82.0200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1025,1,3,52,2157.4800,0,0.0000,52,2157.4800,26,52,41.4900,1,52,0,"2026-09-04 12:34:54"
2026-07-01,1026,1,1,8,94.0800,0,0.0000,8,94.0800,4,8,11.7600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1026,1,2,70,7754.2200,1,112.3800,69,7754.2200,34,69,112.3800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1026,1,3,58,1842.0800,0,0.0000,58,1842.0800,29,58,31.7600,1,58,0,"2026-09-04 12:34:54"
2026-07-01,1027,1,1,208,32606.8400,6,968.5200,202,32606.8400,101,202,161.4200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1027,1,2,110,16534.3500,5,787.3500,105,16534.3500,52,105,157.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1027,1,3,34,3398.0100,1,102.9700,33,3398.0100,16,33,102.9700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1028,1,1,159,10614.4400,1,67.1800,158,10614.4400,79,158,67.1800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1028,1,2,129,25587.1500,0,0.0000,129,25587.1500,64,129,198.3500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1028,1,3,170,32786.8800,6,1199.5200,164,32786.8800,82,164,199.9200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1029,1,1,30,4925.4000,0,0.0000,30,4925.4000,15,30,164.1800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1029,1,2,27,5381.1000,0,0.0000,27,5381.1000,13,27,199.3000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1029,1,3,43,7251.9500,0,0.0000,43,7251.9500,21,43,168.6500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1030,1,1,148,17719.3800,1,120.5400,147,17719.3800,73,147,120.5400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1030,1,2,179,25348.1900,0,0.0000,179,25348.1900,89,179,141.6100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1030,1,3,31,3559.1100,0,0.0000,31,3559.1100,15,31,114.8100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1031,1,1,108,6918.6200,2,130.5400,106,6918.6200,53,106,65.2700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1031,1,2,77,3877.7200,0,0.0000,77,3877.7200,38,77,50.3600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1031,1,3,97,4118.9700,4,177.1600,93,4118.9700,46,93,44.2900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1032,1,1,162,28913.1200,5,920.8000,157,28913.1200,78,157,184.1600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1032,1,2,135,24269.5200,3,551.5800,132,24269.5200,66,132,183.8600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1032,1,3,101,16764.5100,4,691.3200,97,16764.5100,48,97,172.8300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1033,1,1,95,2321.8000,1,24.7000,94,2321.8000,47,94,24.7000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1033,1,2,146,5213.6600,0,0.0000,146,5213.6600,73,146,35.7100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1033,1,3,95,3585.2400,3,116.9100,92,3585.2400,46,92,38.9700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1034,1,1,74,13400.6400,2,372.2400,72,13400.6400,36,72,186.1200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1034,1,2,30,1944.9000,0,0.0000,30,1944.9000,15,30,64.8300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1034,1,3,104,15300.4800,0,0.0000,104,15300.4800,52,104,147.1200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1035,1,1,28,5216.6700,1,193.2100,27,5216.6700,13,27,193.2100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1035,1,2,344,61656.4000,10,1846.0000,334,61656.4000,167,334,184.6000,1,344,0,"2026-09-04 12:34:54"
2026-07-01,1035,1,3,179,5545.5300,8,259.4400,171,5545.5300,85,171,32.4300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1036,1,1,209,40687.9200,2,393.1200,207,40687.9200,103,207,196.5600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1036,1,2,52,6611.1300,1,129.6300,51,6611.1300,25,51,129.6300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1036,1,3,92,5104.8000,2,113.4400,90,5104.8000,45,90,56.7200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1037,1,1,33,173.2500,0,0.0000,33,173.2500,16,33,5.2500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1037,1,2,32,6013.0700,1,193.9700,31,6013.0700,15,31,193.9700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1037,1,3,107,2601.9000,2,49.5600,105,2601.9000,52,105,24.7800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1038,1,1,59,7520.5800,2,263.8800,57,7520.5800,28,57,131.9400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1038,1,2,19,1187.6900,0,0.0000,19,1187.6900,9,19,62.5100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1038,1,3,54,1012.4400,2,38.9400,52,1012.4400,26,52,19.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1039,1,1,111,19454.0400,3,540.3900,108,19454.0400,54,108,180.1300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1039,1,2,178,21566.1800,5,623.3000,173,21566.1800,86,173,124.6600,1,178,0,"2026-09-04 12:34:54"
2026-07-01,1039,1,3,34,6069.0000,0,0.0000,34,6069.0000,17,34,178.5000,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1040,1,1,83,3741.6400,0,0.0000,83,3741.6400,41,83,45.0800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1040,1,2,13,737.4900,0,0.0000,13,737.4900,6,13,56.7300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1040,1,3,76,1115.6800,0,0.0000,76,1115.6800,38,76,14.6800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1041,1,1,194,16880.5800,3,265.1400,191,16880.5800,95,191,88.3800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1041,1,2,158,18672.1200,5,610.2000,153,18672.1200,76,153,122.0400,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1041,1,3,176,3650.5200,2,41.9600,174,3650.5200,87,174,20.9800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1042,1,1,46,3795.4600,0,0.0000,46,3795.4600,23,46,82.5100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1042,1,2,141,5664.9000,3,123.1500,138,5664.9000,69,138,41.0500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1042,1,3,167,15076.5200,3,275.7900,164,15076.5200,82,164,91.9300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1043,1,1,160,2689.1600,2,34.0400,158,2689.1600,79,158,17.0200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1043,1,2,129,2713.7500,4,86.8400,125,2713.7500,62,125,21.7100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1043,1,3,9,1016.5500,0,0.0000,9,1016.5500,4,9,112.9500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1044,1,1,165,13774.1700,6,519.7800,159,13774.1700,79,159,86.6300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1044,1,2,120,11255.0500,5,489.3500,115,11255.0500,57,115,97.8700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1044,1,3,145,20056.3100,6,865.7400,139,20056.3100,69,139,144.2900,1,145,0,"2026-09-04 12:34:54"
2026-07-01,1045,1,1,44,5415.8500,1,125.9500,43,5415.8500,21,43,125.9500,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1045,1,2,112,4180.6800,4,154.8400,108,4180.6800,54,108,38.7100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1045,1,3,132,11557.9200,0,0.0000,132,11557.9200,66,132,87.5600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1046,1,1,67,13165.0200,1,199.4700,66,13165.0200,33,66,199.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1046,1,2,108,19059.0400,4,733.0400,104,19059.0400,52,104,183.2600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1046,1,3,28,2309.4400,0,0.0000,28,2309.4400,14,28,82.4800,1,28,0,"2026-09-04 12:34:54"
2026-07-01,1047,1,1,163,24707.2800,7,1108.6600,156,24707.2800,78,156,158.3800,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1047,1,2,135,11460.2400,3,260.4600,132,11460.2400,66,132,86.8200,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1047,1,3,55,9976.1900,2,376.4600,53,9976.1900,26,53,188.2300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1048,1,1,148,3555.3600,4,98.7600,144,3555.3600,72,144,24.6900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1048,1,2,21,1673.4900,0,0.0000,21,1673.4900,10,21,79.6900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1048,1,3,171,2043.4600,5,61.5500,166,2043.4600,83,166,12.3100,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1049,1,1,48,590.3200,1,12.5600,47,590.3200,23,47,12.5600,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1049,1,2,75,3798.4200,1,51.3300,74,3798.4200,37,74,51.3300,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1049,1,3,104,17096.5600,0,0.0000,104,17096.5600,52,104,164.3900,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1050,1,1,179,17853.9900,2,201.7400,177,17853.9900,88,177,100.8700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1050,1,2,176,34119.7500,1,194.9700,175,34119.7500,87,175,194.9700,0,0,0,"2026-09-04 12:34:54"
2026-07-01,1050,1,3,125,6904.8000,5,287.7000,120,6904.8000,60,120,57.5400,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1001,1,1,165,27169.8800,1,165.6700,164,27169.8800,82,164,165.6700,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1001,1,2,112,18802.8000,4,696.4000,108,18802.8000,54,108,174.1000,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1001,1,3,172,17651.1000,2,207.6600,170,17651.1000,85,170,103.8300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1002,1,1,123,20823.4600,5,882.3500,118,20823.4600,59,118,176.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1002,1,2,278,14324.5500,11,590.1500,267,14324.5500,133,267,53.6500,1,278,0,"2026-09-04 12:34:54"
2026-07-02,1002,1,3,39,5411.2000,1,142.4000,38,5411.2000,19,38,142.4000,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1003,1,1,135,3819.9600,4,116.6400,131,3819.9600,65,131,29.1600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1003,1,2,295,35043.6000,5,604.2000,290,35043.6000,145,290,120.8400,1,295,0,"2026-09-04 12:34:54"
